Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,1775.1285102962227
FDU32,OUT049,1740.4500561160019
FDY27,OUT049,2237.3309340776354
NCP54,OUT013,2639.4575476205328
NCZ41,OUT049,1740.4500561160019
DRL49,OUT013,2961.81754427035
FDI05,OUT018,2433.3433283630943
FDY56,OUT045,2680.2338161333955
DRC13,OUT013,2639.4575476205328
NCV29,OUT017,2679.520928465894
FDR24,OUT049,1740.4500561160019
FDZ34,OUT018,2747.137812279751
FDP37,OUT035,2088.996049140726
FDX08,OUT027,4487.273596887449
FDS57,OUT045,2679.520928465894
NCG18,OUT049,1740.4500561160019
FDK25,OUT018,2747.137812279751
FDH53,OUT049,1740.4500561160019
DRI59,OUT018,3180.1740619589787
FDA52,OUT046,2234.4781730347104
FDT20,OUT010,666.5706329934209
FDE36,OUT019,587.7341248749699
FDI24,OUT017,2679.520928465894
FDB28,OUT018,2747.137812279751
FDV11,OUT017,2679.520928465894
FDP01,OUT046,2234.4781730347104
FDD34,OUT027,4487.273596887449
FDJ50,OUT027,3474.480656312158
FDZ44,OUT013,2639.4575476205328
DRO59,OUT035,2088.996049140726
DRB48,OUT045,1775.1285102962227
FDR21,OUT018,2747.137812279751
NCE42,OUT010,757.9030920946007
FDO23,OUT046,1740.4500561160019
NCE30,OUT018,3180.1740619589787
FDQ22,OUT035,1775.1285102962227
FDY01,OUT045,2088.996049140726
FDS08,OUT017,2679.520928465894
FDG28,OUT018,3180.1740619589787
FDQ51,OUT018,2191.127194498703
FDB05,OUT017,2680.2338161333955
FDO56,OUT049,1740.4500561160019
FDE02,OUT018,2433.3433283630943
FDN45,OUT017,2680.2338161333955
FDS09,OUT013,2375.582718589748
NCA54,OUT018,2747.137812279751
FDP09,OUT010,757.9030920946007
FDC53,OUT045,2088.996049140726
NCM55,OUT017,2679.520928465894
FDL09,OUT018,2747.137812279751
FDA11,OUT019,545.0128443446342
FDA50,OUT045,2088.996049140726
FDC23,OUT017,2679.520928465894
FDE22,OUT049,2237.3309340776354
FDD23,OUT046,2234.4781730347104
NCA29,OUT049,2237.3309340776354
FDK38,OUT046,2234.4781730347104
DRC13,OUT046,1740.4500561160019
NCP43,OUT049,2237.3309340776354
FDX28,OUT049,1740.4500561160019
FDF08,OUT049,1740.4500561160019
FDZ33,OUT046,2234.4781730347104
FDD10,OUT049,2237.3309340776354
FDO58,OUT017,2679.520928465894
FDI50,OUT017,2680.2338161333955
FDO58,OUT045,2679.520928465894
FDX08,OUT013,2961.81754427035
NCK17,OUT010,666.5706329934209
FDF39,OUT035,2680.2338161333955
FDU45,OUT010,642.111168608742
NCJ18,OUT018,2433.3433283630943
DRC27,OUT019,649.9129956959587
DRC25,OUT035,2088.996049140726
FDU59,OUT035,2681.308771975984
FDU28,OUT035,2681.308771975984
NCP30,OUT046,1399.5213450943893
FDB39,OUT018,2191.127194498703
FDE41,OUT013,2639.4575476205328
DRH11,OUT010,666.5706329934209
FDA58,OUT045,2680.2338161333955
FDU50,OUT046,1740.4500561160019
FDM34,OUT013,2639.4575476205328
FDM44,OUT027,3931.7640664152914
FDR39,OUT045,2679.520928465894
FDM25,OUT045,2679.520928465894
FDQ49,OUT049,2237.3309340776354
DRH25,OUT018,2191.127194498703
FDM09,OUT027,4487.273596887449
FDL44,OUT019,587.7341248749699
NCR42,OUT018,2191.127194498703
DRL59,OUT046,1399.5213450943893
FDX43,OUT013,2961.81754427035
DRK47,OUT010,757.9030920946007
FDU48,OUT018,2433.3433283630943
FDY12,OUT045,1775.1285102962227
NCN43,OUT018,2433.3433283630943
NCM55,OUT018,2747.137812279751
FDQ21,OUT027,3931.7640664152914
FDX13,OUT035,2680.2338161333955
NCK30,OUT027,5192.505733347002
FDG20,OUT049,2237.3309340776354
DRG27,OUT017,1775.1285102962227
FDY14,OUT018,3180.1740619589787
FDP59,OUT035,2088.996049140726
FDU60,OUT017,2679.520928465894
NCC18,OUT019,587.7341248749699
DRJ39,OUT017,2680.2338161333955
FDS07,OUT049,1740.4500561160019
FDM08,OUT027,5192.505733347002
FDP51,OUT045,2088.996049140726
FDU16,OUT035,2088.996049140726
FDH12,OUT013,2639.4575476205328
DRE48,OUT010,670.1202947777384
NCL42,OUT027,5192.505733347002
FDR21,OUT045,2679.520928465894
NCW29,OUT035,2088.996049140726
FDO11,OUT013,3509.121901013104
NCM31,OUT049,2237.3309340776354
FDV35,OUT019,587.7341248749699
FDF58,OUT017,1775.1285102962227
NCE43,OUT049,2237.3309340776354
FDA02,OUT035,2681.308771975984
DRL37,OUT010,666.5706329934209
FDR24,OUT018,2433.3433283630943
FDW59,OUT049,1740.4500561160019
FDS22,OUT049,1399.5213450943893
FDW24,OUT017,1775.1285102962227
FDU24,OUT035,2088.996049140726
FDA21,OUT027,4487.273596887449
FDH58,OUT027,3931.7640664152914
FDW36,OUT018,2433.3433283630943
FDI45,OUT027,4487.273596887449
FDU01,OUT018,2747.137812279751
FDF35,OUT027,3931.7640664152914
FDU43,OUT019,649.9129956959587
FDE24,OUT019,587.7341248749699
FDK50,OUT049,2237.3309340776354
FDG31,OUT045,1775.1285102962227
FDC60,OUT045,2088.996049140726
FDL36,OUT013,2639.4575476205328
FDP21,OUT013,2961.81754427035
FDW16,OUT045,2088.996049140726
FDX02,OUT017,2680.2338161333955
FDQ58,OUT027,4487.273596887449
FDT51,OUT046,1740.4500561160019
FDD59,OUT049,1740.4500561160019
NCM42,OUT018,2433.3433283630943
FDA57,OUT018,2191.127194498703
FDZ48,OUT035,2088.996049140726
FDE46,OUT045,2679.520928465894
NCZ30,OUT019,545.0128443446342
FDB56,OUT017,2679.520928465894
FDA25,OUT027,3931.7640664152914
FDD20,OUT013,2639.4575476205328
FDL25,OUT013,2639.4575476205328
NCO18,OUT049,2237.3309340776354
FDJ45,OUT017,1775.1285102962227
FDR12,OUT035,2681.308771975984
NCF19,OUT010,666.5706329934209
FDK25,OUT046,2234.4781730347104
NCR17,OUT046,1740.4500561160019
FDC52,OUT046,2234.4781730347104
NCA54,OUT017,2679.520928465894
FDR45,OUT010,757.9030920946007
NCM19,OUT049,1740.4500561160019
FDF39,OUT027,5192.505733347002
FDX23,OUT049,1740.4500561160019
FDD58,OUT027,3931.7640664152914
FDX28,OUT013,2639.4575476205328
NCD31,OUT013,2961.81754427035
FDU57,OUT018,2747.137812279751
FDI27,OUT046,1399.5213450943893
NCM42,OUT046,1740.4500561160019
FDD32,OUT027,3931.7640664152914
FDI34,OUT013,3509.121901013104
NCM29,OUT049,1740.4500561160019
FDG46,OUT018,2433.3433283630943
DRC01,OUT010,666.5706329934209
FDB15,OUT027,5192.505733347002
NCA17,OUT027,4487.273596887449
FDF10,OUT046,2234.4781730347104
FDR26,OUT027,4487.273596887449
FDI02,OUT049,1740.4500561160019
NCM54,OUT010,642.111168608742
FDF14,OUT013,2961.81754427035
FDJ33,OUT010,642.111168608742
FDM20,OUT035,2680.2338161333955
FDC03,OUT027,4487.273596887449
NCX05,OUT046,1740.4500561160019
NCM41,OUT027,3931.7640664152914
NCU29,OUT010,670.1202947777384
FDQ59,OUT017,2088.996049140726
FDH46,OUT010,642.111168608742
FDH09,OUT013,2375.582718589748
NCD06,OUT045,1775.1285102962227
FDC15,OUT035,2681.308771975984
DRD37,OUT027,3474.480656312158
FDT28,OUT027,4487.273596887449
FDR28,OUT027,4487.273596887449
FDT38,OUT017,2088.996049140726
FDV34,OUT027,3931.7640664152914
FDY52,OUT035,1775.1285102962227
FDB34,OUT013,2639.4575476205328
DRL23,OUT018,2433.3433283630943
DRB24,OUT046,2234.4781730347104
FDJ50,OUT046,1399.5213450943893
FDQ49,OUT035,2681.308771975984
FDP20,OUT035,2088.996049140726
FDV19,OUT027,4487.273596887449
NCR54,OUT045,2679.520928465894
FDO09,OUT010,757.9030920946007
FDS57,OUT018,2747.137812279751
FDN10,OUT049,1740.4500561160019
FDV23,OUT049,1740.4500561160019
FDY28,OUT049,2410.8952110264468
DRG51,OUT013,2961.81754427035
FDD45,OUT019,545.0128443446342
NCL18,OUT027,4487.273596887449
NCM29,OUT013,2639.4575476205328
FDF17,OUT027,4487.273596887449
FDE22,OUT017,2679.520928465894
FDQ22,OUT017,1775.1285102962227
FDS01,OUT013,2961.81754427035
FDW35,OUT027,3474.480656312158
FDJ33,OUT046,1740.4500561160019
NCF54,OUT035,2681.308771975984
FDE09,OUT013,2639.4575476205328
NCE06,OUT045,2679.520928465894
DRH49,OUT049,1740.4500561160019
FDY43,OUT045,2679.520928465894
NCT05,OUT017,2680.2338161333955
FDZ34,OUT045,2679.520928465894
FDL38,OUT017,2088.996049140726
FDZ31,OUT017,2679.520928465894
FDR14,OUT035,1775.1285102962227
NCN54,OUT049,1740.4500561160019
NCC42,OUT027,3931.7640664152914
FDK08,OUT017,2088.996049140726
FDP59,OUT013,2639.4575476205328
FDV22,OUT035,2681.308771975984
FDD33,OUT035,2680.2338161333955
DRE60,OUT027,5192.505733347002
FDK52,OUT046,2400.7006894382034
FDA02,OUT017,2679.520928465894
FDM56,OUT049,1740.4500561160019
FDE57,OUT035,2681.308771975984
FDM32,OUT045,2088.996049140726
NCQ30,OUT027,3931.7640664152914
FDQ27,OUT027,3931.7640664152914
FDT60,OUT027,3931.7640664152914
FDU43,OUT049,2410.8952110264468
NCO55,OUT035,2088.996049140726
FDG02,OUT045,2679.520928465894
FDJ28,OUT013,2961.81754427035
FDP40,OUT045,2088.996049140726
FDJ38,OUT045,2679.520928465894
NCC54,OUT017,2680.2338161333955
NCZ41,OUT046,1740.4500561160019
FDK38,OUT019,587.7341248749699
FDU52,OUT013,2961.81754427035
FDC40,OUT046,1740.4500561160019
NCR30,OUT017,1775.1285102962227
NCN18,OUT017,2088.996049140726
FDB50,OUT035,2088.996049140726
FDG04,OUT013,2961.81754427035
FDR26,OUT035,2681.308771975984
NCT17,OUT018,2747.137812279751
FDX35,OUT027,5192.505733347002
FDS12,OUT046,1740.4500561160019
NCZ29,OUT027,3931.7640664152914
FDB38,OUT010,670.1202947777384
FDP12,OUT013,2375.582718589748
FDP22,OUT046,1399.5213450943893
FDS26,OUT018,3180.1740619589787
FDR52,OUT046,2234.4781730347104
DRJ13,OUT046,2234.4781730347104
FDU48,OUT027,3931.7640664152914
FDE29,OUT035,1775.1285102962227
NCT29,OUT049,1740.4500561160019
DRK37,OUT018,2747.137812279751
FDK55,OUT046,1740.4500561160019
FDR07,OUT046,1740.4500561160019
FDO21,OUT027,5192.505733347002
FDK46,OUT049,2410.8952110264468
FDB12,OUT045,2088.996049140726
FDT31,OUT027,4487.273596887449
FDJ33,OUT045,2088.996049140726
FDC26,OUT027,3931.7640664152914
NCQ02,OUT045,2679.520928465894
FDP08,OUT010,670.1202947777384
FDB11,OUT027,5192.505733347002
FDV55,OUT013,2961.81754427035
FDW20,OUT049,1740.4500561160019
NCJ18,OUT019,545.0128443446342
FDC41,OUT018,2433.3433283630943
FDE14,OUT027,3931.7640664152914
FDG35,OUT013,2961.81754427035
FDF45,OUT035,1775.1285102962227
FDS19,OUT027,3931.7640664152914
FDS58,OUT019,587.7341248749699
FDA26,OUT017,2680.2338161333955
FDM32,OUT049,1740.4500561160019
FDL45,OUT046,1740.4500561160019
FDZ55,OUT049,2237.3309340776354
FDY37,OUT049,2237.3309340776354
FDO46,OUT046,2234.4781730347104
FDQ60,OUT046,1740.4500561160019
FDA19,OUT018,2433.3433283630943
FDL15,OUT046,2234.4781730347104
FDM10,OUT018,3180.1740619589787
NCL05,OUT017,1775.1285102962227
DRK49,OUT010,666.5706329934209
NCE18,OUT027,5192.505733347002
FDG40,OUT049,1399.5213450943893
DRI59,OUT045,2680.2338161333955
FDK28,OUT035,2680.2338161333955
NCD06,OUT019,564.1009287350441
FDO11,OUT019,649.9129956959587
FDK27,OUT046,1740.4500561160019
FDT43,OUT027,3474.480656312158
FDD38,OUT018,2433.3433283630943
FDA16,OUT049,2410.8952110264468
FDL14,OUT027,4487.273596887449
NCM17,OUT049,1399.5213450943893
FDD20,OUT045,2088.996049140726
FDA40,OUT045,2088.996049140726
FDL43,OUT045,2088.996049140726
FDV15,OUT045,2088.996049140726
FDE52,OUT046,1740.4500561160019
NCL17,OUT010,670.1202947777384
NCJ31,OUT045,2680.2338161333955
FDR60,OUT045,2088.996049140726
NCA18,OUT035,2088.996049140726
FDS21,OUT027,3474.480656312158
FDW09,OUT035,2088.996049140726
FDL26,OUT035,2681.308771975984
FDS47,OUT018,2433.3433283630943
FDC39,OUT046,2400.7006894382034
FDT51,OUT035,2088.996049140726
FDK40,OUT035,2680.2338161333955
NCG19,OUT045,2680.2338161333955
FDZ07,OUT046,1399.5213450943893
FDF08,OUT027,3931.7640664152914
FDO04,OUT013,2375.582718589748
FDK41,OUT018,2433.3433283630943
FDP15,OUT049,2410.8952110264468
NCD43,OUT018,2433.3433283630943
NCP18,OUT013,2961.81754427035
FDZ51,OUT046,1740.4500561160019
DRH13,OUT035,2088.996049140726
FDF38,OUT045,1775.1285102962227
NCI43,OUT045,1775.1285102962227
FDM38,OUT027,3474.480656312158
FDS03,OUT013,2375.582718589748
DRJ47,OUT017,2679.520928465894
FDT50,OUT010,642.111168608742
FDV02,OUT046,2234.4781730347104
NCG18,OUT017,2088.996049140726
FDW52,OUT046,2234.4781730347104
FDS40,OUT035,1775.1285102962227
FDN31,OUT017,2679.520928465894
FDA37,OUT045,2088.996049140726
FDA15,OUT046,2400.7006894382034
FDL39,OUT046,2234.4781730347104
FDJ53,OUT045,2088.996049140726
FDX22,OUT013,3509.121901013104
NCZ42,OUT045,2680.2338161333955
FDD56,OUT027,4487.273596887449
FDD40,OUT017,2679.520928465894
FDS50,OUT013,3509.121901013104
NCN14,OUT013,2961.81754427035
FDT15,OUT013,2961.81754427035
NCS18,OUT027,3931.7640664152914
NCO26,OUT010,642.111168608742
FDF58,OUT018,2191.127194498703
NCB19,OUT013,2639.4575476205328
FDH26,OUT017,2679.520928465894
DRB24,OUT027,4487.273596887449
FDA49,OUT018,2433.3433283630943
FDB32,OUT045,2088.996049140726
FDI36,OUT017,2679.520928465894
NCA17,OUT010,670.1202947777384
FDH22,OUT013,2639.4575476205328
NCM26,OUT018,2747.137812279751
FDT15,OUT027,4487.273596887449
FDB16,OUT018,2433.3433283630943
NCP54,OUT027,3931.7640664152914
FDJ36,OUT013,2639.4575476205328
FDO28,OUT045,2088.996049140726
FDU09,OUT013,2375.582718589748
FDF29,OUT017,2088.996049140726
FDY08,OUT013,2961.81754427035
DRJ59,OUT018,2191.127194498703
FDT23,OUT027,3931.7640664152914
FDU15,OUT018,2191.127194498703
FDT47,OUT013,2639.4575476205328
FDI53,OUT019,587.7341248749699
FDR59,OUT018,3180.1740619589787
FDD53,OUT035,1775.1285102962227
FDY51,OUT017,2680.2338161333955
FDT04,OUT049,1399.5213450943893
FDU51,OUT049,2237.3309340776354
FDG14,OUT035,2681.308771975984
NCU06,OUT045,2680.2338161333955
DRG25,OUT046,2234.4781730347104
DRH49,OUT035,2088.996049140726
FDN15,OUT035,2088.996049140726
FDL43,OUT018,2433.3433283630943
NCT18,OUT049,2237.3309340776354
NCB31,OUT013,3509.121901013104
FDK57,OUT035,2088.996049140726
FDY04,OUT019,587.7341248749699
NCP54,OUT046,1740.4500561160019
FDF41,OUT013,3509.121901013104
FDM01,OUT045,2088.996049140726
FDW03,OUT045,2088.996049140726
FDF28,OUT045,2088.996049140726
FDY37,OUT017,2679.520928465894
FDQ03,OUT017,2680.2338161333955
FDP51,OUT027,3931.7640664152914
FDJ40,OUT017,2088.996049140726
FDC32,OUT049,1740.4500561160019
DRI49,OUT027,3931.7640664152914
NCW54,OUT017,1775.1285102962227
FDF09,OUT017,1775.1285102962227
FDP45,OUT018,3180.1740619589787
DRJ23,OUT018,2747.137812279751
FDS59,OUT017,2088.996049140726
FDY08,OUT046,1740.4500561160019
FDX16,OUT049,2237.3309340776354
FDY16,OUT018,2747.137812279751
FDK32,OUT035,2681.308771975984
FDQ22,OUT013,2375.582718589748
NCC31,OUT018,2747.137812279751
FDG58,OUT049,2237.3309340776354
DRF48,OUT013,2961.81754427035
DRH36,OUT049,1399.5213450943893
NCR30,OUT035,2088.996049140726
FDB03,OUT019,649.9129956959587
FDZ28,OUT027,3931.7640664152914
FDR35,OUT017,2679.520928465894
DRD15,OUT027,5192.505733347002
FDJ33,OUT019,545.0128443446342
FDA56,OUT010,642.111168608742
FDP56,OUT046,1399.5213450943893
NCT30,OUT046,1399.5213450943893
FDK15,OUT017,2088.996049140726
FDH44,OUT018,2747.137812279751
FDV01,OUT013,2961.81754427035
DRG03,OUT017,2679.520928465894
FDG50,OUT027,3931.7640664152914
FDR16,OUT010,757.9030920946007
FDZ60,OUT046,1740.4500561160019
DRG03,OUT045,2679.520928465894
FDS56,OUT018,3180.1740619589787
FDU33,OUT045,1775.1285102962227
DRD27,OUT035,2088.996049140726
FDW22,OUT046,2400.7006894382034
DRA24,OUT045,2679.520928465894
FDF38,OUT049,1399.5213450943893
FDX48,OUT013,2961.81754427035
FDS58,OUT018,2747.137812279751
FDC32,OUT046,1740.4500561160019
NCQ29,OUT045,2680.2338161333955
DRK39,OUT018,2433.3433283630943
NCS38,OUT017,2088.996049140726
DRO47,OUT013,2639.4575476205328
DRG27,OUT027,3474.480656312158
FDC57,OUT027,4487.273596887449
FDS55,OUT046,2234.4781730347104
NCJ06,OUT018,2433.3433283630943
FDO01,OUT019,545.0128443446342
NCM55,OUT045,2679.520928465894
FDC52,OUT049,2237.3309340776354
FDQ15,OUT045,2088.996049140726
NCT30,OUT027,3474.480656312158
NCR42,OUT027,3474.480656312158
FDD28,OUT035,1775.1285102962227
FDQ34,OUT049,1740.4500561160019
FDZ12,OUT027,4487.273596887449
DRE13,OUT019,545.0128443446342
NCN07,OUT019,545.0128443446342
FDM28,OUT035,2681.308771975984
FDI10,OUT017,2679.520928465894
FDQ25,OUT013,2961.81754427035
FDA38,OUT010,757.9030920946007
DRI13,OUT049,2410.8952110264468
FDY20,OUT027,3931.7640664152914
NCZ53,OUT035,2681.308771975984
NCM31,OUT013,2961.81754427035
DRB01,OUT017,2679.520928465894
DRF37,OUT046,2400.7006894382034
NCF42,OUT049,2237.3309340776354
FDF16,OUT018,2747.137812279751
FDB41,OUT013,2375.582718589748
FDR34,OUT013,3509.121901013104
FDR15,OUT018,2747.137812279751
NCV42,OUT019,545.0128443446342
FDW51,OUT035,2680.2338161333955
FDU36,OUT017,2088.996049140726
FDX60,OUT049,1740.4500561160019
FDY03,OUT035,2088.996049140726
FDW55,OUT045,2680.2338161333955
FDT01,OUT010,757.9030920946007
FDG58,OUT013,2961.81754427035
FDK21,OUT017,2680.2338161333955
NCS41,OUT019,587.7341248749699
FDS10,OUT045,2679.520928465894
NCT53,OUT046,2234.4781730347104
FDJ28,OUT018,2747.137812279751
FDX44,OUT045,2088.996049140726
FDT20,OUT018,2191.127194498703
FDO44,OUT017,2088.996049140726
NCX17,OUT049,2410.8952110264468
FDY01,OUT017,2088.996049140726
FDJ12,OUT027,5192.505733347002
DRK35,OUT018,2191.127194498703
FDD47,OUT019,587.7341248749699
NCM53,OUT035,2088.996049140726
FDO45,OUT013,2639.4575476205328
NCM42,OUT010,642.111168608742
FDE04,OUT046,2234.4781730347104
NCI30,OUT027,5192.505733347002
FDZ19,OUT013,2961.81754427035
FDW57,OUT013,2961.81754427035
FDA25,OUT013,2639.4575476205328
FDT22,OUT046,1399.5213450943893
FDP51,OUT013,2639.4575476205328
FDD48,OUT027,3931.7640664152914
FDY39,OUT035,2681.308771975984
FDO48,OUT010,757.9030920946007
FDD23,OUT027,4487.273596887449
DRN35,OUT027,3474.480656312158
FDT01,OUT035,2680.2338161333955
FDC20,OUT010,666.5706329934209
DRJ35,OUT035,1775.1285102962227
FDB32,OUT046,1740.4500561160019
FDL24,OUT046,2234.4781730347104
NCV42,OUT035,2088.996049140726
FDZ46,OUT046,1740.4500561160019
FDC15,OUT013,2961.81754427035
FDD08,OUT019,564.1009287350441
FDY50,OUT049,1740.4500561160019
FDD36,OUT013,2639.4575476205328
FDG57,OUT027,3474.480656312158
FDL21,OUT018,2191.127194498703
FDN16,OUT027,3931.7640664152914
FDJ09,OUT027,3474.480656312158
FDS01,OUT010,670.1202947777384
FDV33,OUT017,2680.2338161333955
DRE12,OUT017,2088.996049140726
FDR07,OUT013,2639.4575476205328
FDP48,OUT010,670.1202947777384
NCB55,OUT035,1775.1285102962227
FDQ08,OUT013,2375.582718589748
FDR34,OUT035,2680.2338161333955
FDO33,OUT046,1740.4500561160019
FDP13,OUT045,1775.1285102962227
FDX12,OUT049,2410.8952110264468
NCT06,OUT049,2237.3309340776354
FDR16,OUT019,649.9129956959587
FDE36,OUT046,2234.4781730347104
FDZ36,OUT049,2237.3309340776354
FDV13,OUT045,2088.996049140726
NCZ17,OUT035,1775.1285102962227
FDU56,OUT045,2679.520928465894
FDM09,OUT035,2681.308771975984
FDV02,OUT017,2679.520928465894
FDS34,OUT018,2433.3433283630943
FDA11,OUT049,1740.4500561160019
FDP09,OUT017,2680.2338161333955
FDB29,OUT027,3931.7640664152914
FDT19,OUT017,2679.520928465894
DRH15,OUT017,1775.1285102962227
FDY38,OUT046,2400.7006894382034
FDF14,OUT027,4487.273596887449
FDN48,OUT010,642.111168608742
FDQ12,OUT013,3509.121901013104
NCJ43,OUT045,2679.520928465894
FDE17,OUT019,587.7341248749699
FDB05,OUT035,2680.2338161333955
FDH10,OUT045,2679.520928465894
NCR06,OUT017,1775.1285102962227
FDU32,OUT018,2433.3433283630943
FDD56,OUT049,2237.3309340776354
FDO36,OUT018,2747.137812279751
FDH16,OUT010,642.111168608742
FDX10,OUT018,2191.127194498703
FDZ37,OUT017,2088.996049140726
FDU31,OUT010,757.9030920946007
DRC49,OUT049,2237.3309340776354
FDL15,OUT045,2679.520928465894
FDN32,OUT019,587.7341248749699
DRH59,OUT027,3474.480656312158
NCU29,OUT049,2237.3309340776354
FDR37,OUT019,587.7341248749699
FDS14,OUT018,2747.137812279751
FDU02,OUT027,5192.505733347002
FDJ08,OUT035,2681.308771975984
NCZ06,OUT045,2680.2338161333955
FDO31,OUT049,1740.4500561160019
FDH31,OUT018,2433.3433283630943
FDS58,OUT017,2679.520928465894
NCA53,OUT027,3474.480656312158
FDF50,OUT046,2234.4781730347104
NCW42,OUT049,2410.8952110264468
NCQ17,OUT045,2679.520928465894
FDK51,OUT018,3180.1740619589787
NCW41,OUT010,670.1202947777384
NCR29,OUT017,1775.1285102962227
FDB08,OUT019,587.7341248749699
FDA40,OUT027,3931.7640664152914
FDL14,OUT018,2747.137812279751
FDB47,OUT046,2400.7006894382034
FDO03,OUT035,2680.2338161333955
DRK13,OUT019,587.7341248749699
FDX13,OUT010,757.9030920946007
FDF52,OUT046,2234.4781730347104
FDT11,OUT013,2961.81754427035
FDB08,OUT013,2961.81754427035
FDQ28,OUT018,2747.137812279751
FDD29,OUT045,2680.2338161333955
NCQ29,OUT027,5192.505733347002
NCO02,OUT013,2375.582718589748
FDR56,OUT010,670.1202947777384
NCM54,OUT049,1740.4500561160019
FDP51,OUT035,2088.996049140726
FDT38,OUT013,2639.4575476205328
FDZ20,OUT018,3180.1740619589787
FDJ53,OUT013,2639.4575476205328
FDX13,OUT049,2410.8952110264468
FDP58,OUT035,2680.2338161333955
NCK31,OUT019,564.1009287350441
FDA35,OUT018,2433.3433283630943
FDV37,OUT018,2747.137812279751
NCO07,OUT027,5192.505733347002
FDA20,OUT045,2679.520928465894
FDZ59,OUT035,2681.308771975984
NCY17,OUT017,1775.1285102962227
FDQ28,OUT035,2681.308771975984
FDV35,OUT017,2679.520928465894
FDQ36,OUT013,2375.582718589748
FDD34,OUT018,2747.137812279751
FDK51,OUT045,2680.2338161333955
FDV31,OUT035,2681.308771975984
FDR04,OUT035,2088.996049140726
FDR14,OUT049,1399.5213450943893
DRC36,OUT010,670.1202947777384
FDE39,OUT019,545.0128443446342
FDP57,OUT049,1740.4500561160019
FDE57,OUT046,2234.4781730347104
NCN18,OUT046,1740.4500561160019
NCQ05,OUT018,2747.137812279751
FDW47,OUT035,2088.996049140726
FDV46,OUT035,2088.996049140726
NCP29,OUT045,1775.1285102962227
FDE09,OUT018,2433.3433283630943
NCU06,OUT027,5192.505733347002
FDT19,OUT010,670.1202947777384
DRF15,OUT017,2679.520928465894
DRI51,OUT013,2961.81754427035
NCX54,OUT013,2639.4575476205328
DRE01,OUT013,3509.121901013104
NCB07,OUT045,2679.520928465894
FDU50,OUT035,2088.996049140726
FDG40,OUT035,1775.1285102962227
FDW10,OUT018,2747.137812279751
FDX51,OUT013,2961.81754427035
NCP17,OUT045,1775.1285102962227
FDP21,OUT035,2681.308771975984
FDL04,OUT045,2088.996049140726
FDV23,OUT013,2639.4575476205328
FDF24,OUT046,1740.4500561160019
FDH56,OUT027,3931.7640664152914
FDB51,OUT049,1399.5213450943893
FDI58,OUT027,3931.7640664152914
FDR20,OUT013,2375.582718589748
FDC51,OUT018,2433.3433283630943
FDB16,OUT027,3931.7640664152914
FDE40,OUT049,1399.5213450943893
NCM17,OUT035,1775.1285102962227
FDU56,OUT035,2681.308771975984
FDS32,OUT019,587.7341248749699
FDX02,OUT049,2410.8952110264468
FDT39,OUT027,4487.273596887449
FDE35,OUT017,1775.1285102962227
NCI42,OUT019,649.9129956959587
DRL23,OUT046,1740.4500561160019
FDA10,OUT046,1740.4500561160019
FDA11,OUT013,2639.4575476205328
NCM06,OUT046,2234.4781730347104
NCT05,OUT035,2680.2338161333955
NCQ02,OUT010,670.1202947777384
NCY06,OUT049,1740.4500561160019
FDY56,OUT035,2680.2338161333955
FDL02,OUT035,2088.996049140726
NCI06,OUT035,2681.308771975984
FDQ14,OUT045,2679.520928465894
FDQ12,OUT017,2680.2338161333955
FDP36,OUT046,1399.5213450943893
FDK21,OUT027,5192.505733347002
FDO40,OUT045,2679.520928465894
NCK54,OUT019,545.0128443446342
FDY09,OUT018,2747.137812279751
NCW30,OUT049,2410.8952110264468
NCC55,OUT027,3474.480656312158
FDE58,OUT018,2433.3433283630943
FDR39,OUT013,2961.81754427035
FDU28,OUT049,2237.3309340776354
FDH08,OUT017,2680.2338161333955
FDG35,OUT045,2679.520928465894
FDG22,OUT049,1399.5213450943893
FDC34,OUT035,2681.308771975984
FDP15,OUT018,3180.1740619589787
FDK34,OUT010,757.9030920946007
FDU45,OUT035,2088.996049140726
FDQ04,OUT027,3474.480656312158
FDX22,OUT018,3180.1740619589787
FDB45,OUT017,2088.996049140726
NCH43,OUT027,5192.505733347002
DRE60,OUT046,2400.7006894382034
FDD17,OUT027,5192.505733347002
NCM54,OUT017,2088.996049140726
NCH55,OUT013,2639.4575476205328
NCT06,OUT017,2679.520928465894
FDA48,OUT027,5192.505733347002
FDY58,OUT027,5192.505733347002
FDO25,OUT045,2680.2338161333955
FDN50,OUT045,2088.996049140726
FDH35,OUT035,2681.308771975984
FDK09,OUT045,2680.2338161333955
FDO16,OUT013,2639.4575476205328
FDW11,OUT045,1775.1285102962227
FDU47,OUT027,4487.273596887449
NCQ42,OUT010,642.111168608742
FDK55,OUT027,3931.7640664152914
FDN08,OUT049,1740.4500561160019
FDT57,OUT045,2680.2338161333955
FDJ12,OUT018,3180.1740619589787
DRL59,OUT017,1775.1285102962227
NCN53,OUT046,1399.5213450943893
FDO51,OUT010,666.5706329934209
FDK56,OUT017,2679.520928465894
FDY12,OUT035,1775.1285102962227
FDU15,OUT035,1775.1285102962227
FDQ19,OUT046,2400.7006894382034
DRF15,OUT045,2679.520928465894
DRE25,OUT019,545.0128443446342
FDK57,OUT018,2433.3433283630943
FDD33,OUT010,757.9030920946007
FDR34,OUT027,5192.505733347002
FDU04,OUT045,2088.996049140726
